OrderDate,Customer Id,Region,OrderID,Product,Quantity,UnitPrice
8/31/2024,Cus1149,West,1020,Hat,7,50
1/31/2023,Cus1022,North,1001,Shirt,5,20
2/28/2023,Cus1459,South,1002,Shoes,10,50
3/31/2023,Cus1169,East,1003,Hat,7,15
4/30/2023,Cus1429,West,1004,Socks,3,5
5/31/2023,Cus1365,North,1005,Jacket,2,60
6/30/2023,Cus1459,South,1006,Gloves,8,25
7/31/2023,Cus1072,East,1007,Shirt,12,40
8/31/2023,Cus1119,West,1008,Shoes,4,15
9/30/2023,Cus1043,North,1009,Hat,7,10
10/31/2023,Cus1081,South,1010,Socks,9,30
11/30/2023,Cus1092,East,1011,Jacket,6,35
12/31/2023,Cus1309,West,1012,Gloves,5,20
1/31/2024,Cus1021,North,1013,Shirt,8,50
2/29/2024,Cus1113,South,1014,Shoes,10,60
3/31/2024,Cus1095,East,1015,Hat,11,10
4/30/2024,Cus1286,West,1016,Socks,4,20
5/31/2024,Cus1463,North,1017,Jacket,3,30
6/30/2024,Cus1487,South,1018,Gloves,12,25
7/31/2024,Cus1397,East,1019,Shoes,5,15
8/31/2024,Cus1208,West,1020,Hat,7,50
1/31/2023,Cus1480,North,1001,Shirt,5,20
2/28/2023,Cus1127,South,1002,Shoes,10,50
3/31/2023,Cus1191,East,1003,Hat,7,15
4/30/2023,Cus1364,West,1004,Socks,3,5
5/31/2023,Cus1446,North,1005,Jacket,2,60
6/30/2023,Cus1167,South,1006,Gloves,8,25
7/31/2023,Cus1091,East,1007,Shirt,12,40
8/31/2023,Cus1212,West,1008,Shoes,4,15
9/30/2023,Cus1334,North,1009,Hat,7,10
10/31/2023,Cus1447,South,1010,Socks,9,30
11/30/2023,Cus1091,East,1011,Jacket,6,35
12/31/2023,Cus1087,West,1012,Gloves,5,20
1/31/2024,Cus1306,North,1013,Shirt,8,50
2/29/2024,Cus1263,South,1014,Shoes,10,60
3/31/2024,Cus1328,East,1015,Hat,11,10
4/30/2024,Cus1352,West,1016,Socks,4,20
5/31/2024,Cus1271,North,1017,Jacket,3,30
6/30/2024,Cus1368,South,1018,Gloves,12,25
7/31/2024,Cus1464,East,1019,Shoes,5,15
8/31/2024,Cus1484,West,1020,Hat,7,50
1/31/2023,Cus1014,North,1001,Shirt,5,20
2/28/2023,Cus1373,South,1002,Shoes,10,50
3/31/2023,Cus1272,East,1003,Hat,7,15
4/30/2023,Cus1293,West,1004,Socks,3,5
5/31/2023,Cus1344,North,1005,Jacket,2,60
6/30/2023,Cus1368,South,1006,Gloves,8,25
7/31/2023,Cus1194,East,1007,Shirt,12,40
8/31/2023,Cus1079,West,1008,Shoes,4,15
9/30/2023,Cus1318,North,1009,Hat,7,10
10/31/2023,Cus1165,South,1010,Socks,9,30
11/30/2023,Cus1490,East,1011,Jacket,6,35
12/31/2023,Cus1090,West,1012,Gloves,5,20
1/31/2024,Cus1235,North,1013,Shirt,8,50
2/29/2024,Cus1314,South,1014,Shoes,10,60
3/31/2024,Cus1314,East,1015,Hat,11,10
4/30/2024,Cus1210,West,1016,Socks,4,20
5/31/2024,Cus1060,North,1017,Jacket,3,30
6/30/2024,Cus1021,South,1018,Gloves,12,25
7/31/2024,Cus1226,East,1019,Shoes,5,15
8/31/2024,Cus1452,West,1020,Hat,7,50
1/31/2023,Cus1375,North,1001,Shirt,5,20
2/28/2023,Cus1499,South,1002,Shoes,10,50
3/31/2023,Cus1370,East,1003,Hat,7,15
4/30/2023,Cus1280,West,1004,Socks,3,5
5/31/2023,Cus1351,North,1005,Jacket,2,60
6/30/2023,Cus1157,South,1006,Gloves,8,25
7/31/2023,Cus1483,East,1007,Shirt,12,40
8/31/2023,Cus1049,West,1008,Shoes,4,15
9/30/2023,Cus1478,North,1009,Hat,7,10
10/31/2023,Cus1316,South,1010,Socks,9,30
11/30/2023,Cus1456,East,1011,Jacket,6,35
12/31/2023,Cus1208,West,1012,Gloves,5,20
1/31/2024,Cus1119,North,1013,Shirt,8,50
2/29/2024,Cus1497,South,1014,Shoes,10,60
3/31/2024,Cus1009,East,1015,Hat,11,10
4/30/2024,Cus1087,West,1016,Socks,4,20
5/31/2024,Cus1138,North,1017,Jacket,3,30
6/30/2024,Cus1283,South,1018,Gloves,12,25
7/31/2024,Cus1449,East,1019,Shoes,5,15
8/31/2024,Cus1009,West,1020,Hat,7,50
1/31/2023,Cus1149,North,1001,Shirt,5,20
2/28/2023,Cus1176,South,1002,Shoes,10,50
3/31/2023,Cus1043,East,1003,Hat,7,15
4/30/2023,Cus1094,West,1004,Socks,3,5
5/31/2023,Cus1260,North,1005,Jacket,2,60
6/30/2023,Cus1379,South,1006,Gloves,8,25
7/31/2023,Cus1407,East,1007,Shirt,12,40
8/31/2023,Cus1335,West,1008,Shoes,4,15
9/30/2023,Cus1371,North,1009,Hat,7,10
10/31/2023,Cus1395,South,1010,Socks,9,30
11/30/2023,Cus1029,East,1011,Jacket,6,35
12/31/2023,Cus1287,West,1012,Gloves,5,20
1/31/2024,Cus1260,North,1013,Shirt,8,50
2/29/2024,Cus1366,South,1014,Shoes,10,60
3/31/2024,Cus1092,East,1015,Hat,11,10
4/30/2024,Cus1061,West,1016,Socks,4,20
5/31/2024,Cus1212,North,1017,Jacket,3,30
6/30/2024,Cus1452,South,1018,Gloves,12,25
7/31/2024,Cus1124,East,1019,Shoes,5,15
8/31/2024,Cus1391,West,1020,Hat,7,50
1/31/2023,Cus1446,North,1001,Shirt,5,20
2/28/2023,Cus1482,South,1002,Shoes,10,50
3/31/2023,Cus1259,East,1003,Hat,7,15
4/30/2023,Cus1310,West,1004,Socks,3,5
5/31/2023,Cus1018,North,1005,Jacket,2,60
6/30/2023,Cus1449,South,1006,Gloves,8,25
7/31/2023,Cus1344,East,1007,Shirt,12,40
8/31/2023,Cus1212,West,1008,Shoes,4,15
9/30/2023,Cus1004,North,1009,Hat,7,10
10/31/2023,Cus1329,South,1010,Socks,9,30
11/30/2023,Cus1433,East,1011,Jacket,6,35
12/31/2023,Cus1311,West,1012,Gloves,5,20
1/31/2024,Cus1203,North,1013,Shirt,8,50
2/29/2024,Cus1054,South,1014,Shoes,10,60
3/31/2024,Cus1356,East,1015,Hat,11,10
4/30/2024,Cus1258,West,1016,Socks,4,20
5/31/2024,Cus1069,North,1017,Jacket,3,30
6/30/2024,Cus1264,South,1018,Gloves,12,25
7/31/2024,Cus1313,East,1019,Shoes,5,15
8/31/2024,Cus1245,West,1020,Hat,7,50
1/31/2023,Cus1407,North,1001,Shirt,5,20
2/28/2023,Cus1237,South,1002,Shoes,10,50
3/31/2023,Cus1162,East,1003,Hat,7,15
4/30/2023,Cus1306,West,1004,Socks,3,5
5/31/2023,Cus1057,North,1005,Jacket,2,60
6/30/2023,Cus1123,South,1006,Gloves,8,25
7/31/2023,Cus1466,East,1007,Shirt,12,40
8/31/2023,Cus1303,West,1008,Shoes,4,15
9/30/2023,Cus1364,North,1009,Hat,7,10
10/31/2023,Cus1097,South,1010,Socks,9,30
11/30/2023,Cus1401,East,1011,Jacket,6,35
12/31/2023,Cus1224,West,1012,Gloves,5,20
1/31/2024,Cus1074,North,1013,Shirt,8,50
2/29/2024,Cus1410,South,1014,Shoes,10,60
3/31/2024,Cus1298,East,1015,Hat,11,10
4/30/2024,Cus1280,West,1016,Socks,4,20
5/31/2024,Cus1124,North,1017,Jacket,3,30
6/30/2024,Cus1100,South,1018,Gloves,12,25
7/31/2024,Cus1255,East,1019,Shoes,5,15
8/31/2024,Cus1064,West,1020,Hat,7,50
1/31/2023,Cus1159,North,1001,Shirt,5,20
2/28/2023,Cus1251,South,1002,Shoes,10,50
3/31/2023,Cus1123,East,1003,Hat,7,15
4/30/2023,Cus1198,West,1004,Socks,3,5
5/31/2023,Cus1130,North,1005,Jacket,2,60
6/30/2023,Cus1184,South,1006,Gloves,8,25
7/31/2023,Cus1382,East,1007,Shirt,12,40
8/31/2023,Cus1359,West,1008,Shoes,4,15
9/30/2023,Cus1191,North,1009,Hat,7,10
10/31/2023,Cus1380,South,1010,Socks,9,30
11/30/2023,Cus1441,East,1011,Jacket,6,35
12/31/2023,Cus1404,West,1012,Gloves,5,20
1/31/2024,Cus1036,North,1013,Shirt,8,50
2/29/2024,Cus1104,South,1014,Shoes,10,60
3/31/2024,Cus1247,East,1015,Hat,11,10
4/30/2024,Cus1316,West,1016,Socks,4,20
5/31/2024,Cus1075,North,1017,Jacket,3,30
6/30/2024,Cus1280,South,1018,Gloves,12,25
7/31/2024,Cus1348,East,1019,Shoes,5,15
8/31/2024,Cus1023,West,1020,Hat,7,50
1/31/2023,Cus1110,North,1001,Shirt,5,20
2/28/2023,Cus1498,South,1002,Shoes,10,50
3/31/2023,Cus1254,East,1003,Hat,7,15
4/30/2023,Cus1390,West,1004,Socks,3,5
5/31/2023,Cus1207,North,1005,Jacket,2,60
6/30/2023,Cus1180,South,1006,Gloves,8,25
7/31/2023,Cus1361,East,1007,Shirt,12,40
8/31/2023,Cus1494,West,1008,Shoes,4,15
9/30/2023,Cus1051,North,1009,Hat,7,10
10/31/2023,Cus1350,South,1010,Socks,9,30
11/30/2023,Cus1044,East,1011,Jacket,6,35
12/31/2023,Cus1117,West,1012,Gloves,5,20
1/31/2024,Cus1076,North,1013,Shirt,8,50
2/29/2024,Cus1427,South,1014,Shoes,10,60
3/31/2024,Cus1060,East,1015,Hat,11,10
4/30/2024,Cus1099,West,1016,Socks,4,20
5/31/2024,Cus1198,North,1017,Jacket,3,30
6/30/2024,Cus1344,South,1018,Gloves,12,25
7/31/2024,Cus1047,East,1019,Shoes,5,15
8/31/2024,Cus1390,West,1020,Hat,7,50
1/31/2023,Cus1252,North,1001,Shirt,5,20
2/28/2023,Cus1463,South,1002,Shoes,10,50
3/31/2023,Cus1282,East,1003,Hat,7,15
4/30/2023,Cus1384,West,1004,Socks,3,5
5/31/2023,Cus1019,North,1005,Jacket,2,60
6/30/2023,Cus1019,South,1006,Gloves,8,25
7/31/2023,Cus1362,East,1007,Shirt,12,40
8/31/2023,Cus1315,West,1008,Shoes,4,15
9/30/2023,Cus1428,North,1009,Hat,7,10
10/31/2023,Cus1009,South,1010,Socks,9,30
11/30/2023,Cus1405,East,1011,Jacket,6,35
12/31/2023,Cus1298,West,1012,Gloves,5,20
1/31/2024,Cus1433,North,1013,Shirt,8,50
2/29/2024,Cus1307,South,1014,Shoes,10,60
3/31/2024,Cus1279,East,1015,Hat,11,10
4/30/2024,Cus1315,West,1016,Socks,4,20
5/31/2024,Cus1355,North,1017,Jacket,3,30
6/30/2024,Cus1105,South,1018,Gloves,12,25
7/31/2024,Cus1105,East,1019,Shoes,5,15
8/31/2024,Cus1369,West,1020,Hat,7,50
1/31/2023,Cus1132,North,1001,Shirt,5,20
2/28/2023,Cus1427,South,1002,Shoes,10,50
3/31/2023,Cus1235,East,1003,Hat,7,15
4/30/2023,Cus1357,West,1004,Socks,3,5
5/31/2023,Cus1158,North,1005,Jacket,2,60
6/30/2023,Cus1173,South,1006,Gloves,8,25
7/31/2023,Cus1469,East,1007,Shirt,12,40
8/31/2023,Cus1435,West,1008,Shoes,4,15
9/30/2023,Cus1160,North,1009,Hat,7,10
10/31/2023,Cus1140,South,1010,Socks,9,30
11/30/2023,Cus1174,East,1011,Jacket,6,35
12/31/2023,Cus1067,West,1012,Gloves,5,20
1/31/2024,Cus1126,North,1013,Shirt,8,50
2/29/2024,Cus1057,South,1014,Shoes,10,60
3/31/2024,Cus1375,East,1015,Hat,11,10
4/30/2024,Cus1272,West,1016,Socks,4,20
5/31/2024,Cus1192,North,1017,Jacket,3,30
6/30/2024,Cus1198,South,1018,Gloves,12,25
7/31/2024,Cus1088,East,1019,Shoes,5,15
8/31/2024,Cus1023,West,1020,Hat,7,50
1/31/2023,Cus1057,North,1001,Shirt,5,20
2/28/2023,Cus1163,South,1002,Shoes,10,50
3/31/2023,Cus1070,East,1003,Hat,7,15
4/30/2023,Cus1150,West,1004,Socks,3,5
5/31/2023,Cus1258,North,1005,Jacket,2,60
6/30/2023,Cus1281,South,1006,Gloves,8,25
7/31/2023,Cus1284,East,1007,Shirt,12,40
8/31/2023,Cus1130,West,1008,Shoes,4,15
9/30/2023,Cus1347,North,1009,Hat,7,10
10/31/2023,Cus1486,South,1010,Socks,9,30
11/30/2023,Cus1374,East,1011,Jacket,6,35
12/31/2023,Cus1215,West,1012,Gloves,5,20
1/31/2024,Cus1412,North,1013,Shirt,8,50
2/29/2024,Cus1267,South,1014,Shoes,10,60
3/31/2024,Cus1419,East,1015,Hat,11,10
4/30/2024,Cus1133,West,1016,Socks,4,20
5/31/2024,Cus1487,North,1017,Jacket,3,30
6/30/2024,Cus1130,South,1018,Gloves,12,25
7/31/2024,Cus1226,East,1019,Shoes,5,15
8/31/2024,Cus1179,West,1020,Hat,7,50
1/31/2023,Cus1143,North,1001,Shirt,5,20
2/28/2023,Cus1067,South,1002,Shoes,10,50
3/31/2023,Cus1345,East,1003,Hat,7,15
4/30/2023,Cus1342,West,1004,Socks,3,5
5/31/2023,Cus1009,North,1005,Jacket,2,60
6/30/2023,Cus1410,South,1006,Gloves,8,25
7/31/2023,Cus1127,East,1007,Shirt,12,40
8/31/2023,Cus1162,West,1008,Shoes,4,15
9/30/2023,Cus1116,North,1009,Hat,7,10
10/31/2023,Cus1068,South,1010,Socks,9,30
11/30/2023,Cus1295,East,1011,Jacket,6,35
12/31/2023,Cus1473,West,1012,Gloves,5,20
1/31/2024,Cus1201,North,1013,Shirt,8,50
2/29/2024,Cus1060,South,1014,Shoes,10,60
3/31/2024,Cus1453,East,1015,Hat,11,10
4/30/2024,Cus1085,West,1016,Socks,4,20
5/31/2024,Cus1437,North,1017,Jacket,3,30
6/30/2024,Cus1025,South,1018,Gloves,12,25
7/31/2024,Cus1286,East,1019,Shoes,5,15
8/31/2024,Cus1436,West,1020,Hat,7,50
1/31/2023,Cus1183,North,1001,Shirt,5,20
2/28/2023,Cus1412,South,1002,Shoes,10,50
3/31/2023,Cus1090,East,1003,Hat,7,15
4/30/2023,Cus1264,West,1004,Socks,3,5
5/31/2023,Cus1152,North,1005,Jacket,2,60
6/30/2023,Cus1183,South,1006,Gloves,8,25
7/31/2023,Cus1340,East,1007,Shirt,12,40
8/31/2023,Cus1347,West,1008,Shoes,4,15
9/30/2023,Cus1367,North,1009,Hat,7,10
10/31/2023,Cus1463,South,1010,Socks,9,30
11/30/2023,Cus1448,East,1011,Jacket,6,35
12/31/2023,Cus1146,West,1012,Gloves,5,20
1/31/2024,Cus1412,North,1013,Shirt,8,50
2/29/2024,Cus1355,South,1014,Shoes,10,60
3/31/2024,Cus1344,East,1015,Hat,11,10
4/30/2024,Cus1462,West,1016,Socks,4,20
5/31/2024,Cus1480,North,1017,Jacket,3,30
6/30/2024,Cus1200,South,1018,Gloves,12,25
7/31/2024,Cus1163,East,1019,Shoes,5,15
8/31/2024,Cus1047,West,1020,Hat,7,50
1/31/2023,Cus1417,North,1001,Shirt,5,20
2/28/2023,Cus1408,South,1002,Shoes,10,50
3/31/2023,Cus1338,East,1003,Hat,7,15
4/30/2023,Cus1053,West,1004,Socks,3,5
5/31/2023,Cus1463,North,1005,Jacket,2,60
6/30/2023,Cus1280,South,1006,Gloves,8,25
7/31/2023,Cus1363,East,1007,Shirt,12,40
8/31/2023,Cus1268,West,1008,Shoes,4,15
9/30/2023,Cus1061,North,1009,Hat,7,10
10/31/2023,Cus1009,South,1010,Socks,9,30
11/30/2023,Cus1472,East,1011,Jacket,6,35
12/31/2023,Cus1009,West,1012,Gloves,5,20
1/31/2024,Cus1463,North,1013,Shirt,8,50
2/29/2024,Cus1253,South,1014,Shoes,10,60
3/31/2024,Cus1042,East,1015,Hat,11,10
4/30/2024,Cus1237,West,1016,Socks,4,20
5/31/2024,Cus1035,North,1017,Jacket,3,30
6/30/2024,Cus1076,South,1018,Gloves,12,25
7/31/2024,Cus1270,East,1019,Shoes,5,15
8/31/2024,Cus1469,West,1020,Hat,7,50
1/31/2023,Cus1094,North,1001,Shirt,5,20
2/28/2023,Cus1245,South,1002,Shoes,10,50
3/31/2023,Cus1152,East,1003,Hat,7,15
4/30/2023,Cus1157,West,1004,Socks,3,5
5/31/2023,Cus1240,North,1005,Jacket,2,60
6/30/2023,Cus1291,South,1006,Gloves,8,25
7/31/2023,Cus1177,East,1007,Shirt,12,40
8/31/2023,Cus1188,West,1008,Shoes,4,15
9/30/2023,Cus1434,North,1009,Hat,7,10
10/31/2023,Cus1425,South,1010,Socks,9,30
11/30/2023,Cus1244,East,1011,Jacket,6,35
12/31/2023,Cus1241,West,1012,Gloves,5,20
1/31/2024,Cus1481,North,1013,Shirt,8,50
2/29/2024,Cus1019,South,1014,Shoes,10,60
3/31/2024,Cus1217,East,1015,Hat,11,10
4/30/2024,Cus1250,West,1016,Socks,4,20
5/31/2024,Cus1448,North,1017,Jacket,3,30
6/30/2024,Cus1115,South,1018,Gloves,12,25
7/31/2024,Cus1382,East,1019,Shoes,5,15
8/31/2024,Cus1328,West,1020,Hat,7,50
1/31/2023,Cus1255,North,1001,Shirt,5,20
2/28/2023,Cus1181,South,1002,Shoes,10,50
3/31/2023,Cus1313,East,1003,Hat,7,15
4/30/2023,Cus1311,West,1004,Socks,3,5
5/31/2023,Cus1047,North,1005,Jacket,2,60
6/30/2023,Cus1135,South,1006,Gloves,8,25
7/31/2023,Cus1248,East,1007,Shirt,12,40
8/31/2023,Cus1316,West,1008,Shoes,4,15
9/30/2023,Cus1067,North,1009,Hat,7,10
10/31/2023,Cus1084,South,1010,Socks,9,30
11/30/2023,Cus1042,East,1011,Jacket,6,35
12/31/2023,Cus1436,West,1012,Gloves,5,20
1/31/2024,Cus1456,North,1013,Shirt,8,50
2/29/2024,Cus1492,South,1014,Shoes,10,60
3/31/2024,Cus1428,East,1015,Hat,11,10
4/30/2024,Cus1448,West,1016,Socks,4,20
5/31/2024,Cus1477,North,1017,Jacket,3,30
6/30/2024,Cus1145,South,1018,Gloves,12,25
7/31/2024,Cus1077,East,1019,Shoes,5,15
8/31/2024,Cus1233,West,1020,Hat,7,50
1/31/2023,Cus1338,North,1001,Shirt,5,20
2/28/2023,Cus1011,South,1002,Shoes,10,50
3/31/2023,Cus1247,East,1003,Hat,7,15
4/30/2023,Cus1107,West,1004,Socks,3,5
5/31/2023,Cus1467,North,1005,Jacket,2,60
6/30/2023,Cus1111,South,1006,Gloves,8,25
7/31/2023,Cus1259,East,1007,Shirt,12,40
8/31/2023,Cus1179,West,1008,Shoes,4,15
9/30/2023,Cus1460,North,1009,Hat,7,10
10/31/2023,Cus1390,South,1010,Socks,9,30
11/30/2023,Cus1212,East,1011,Jacket,6,35
12/31/2023,Cus1012,West,1012,Gloves,5,20
1/31/2024,Cus1003,North,1013,Shirt,8,50
2/29/2024,Cus1056,South,1014,Shoes,10,60
3/31/2024,Cus1476,East,1015,Hat,11,10
4/30/2024,Cus1211,West,1016,Socks,4,20
5/31/2024,Cus1077,North,1017,Jacket,3,30
6/30/2024,Cus1484,South,1018,Gloves,12,25
7/31/2024,Cus1051,East,1019,Shoes,5,15
8/31/2024,Cus1327,West,1020,Hat,7,50
1/31/2023,Cus1340,North,1001,Shirt,5,20
2/28/2023,Cus1442,South,1002,Shoes,10,50
3/31/2023,Cus1087,East,1003,Hat,7,15
4/30/2023,Cus1475,West,1004,Socks,3,5
5/31/2023,Cus1005,North,1005,Jacket,2,60
6/30/2023,Cus1414,South,1006,Gloves,8,25
7/31/2023,Cus1133,East,1007,Shirt,12,40
8/31/2023,Cus1102,West,1008,Shoes,4,15
9/30/2023,Cus1091,North,1009,Hat,7,10
10/31/2023,Cus1203,South,1010,Socks,9,30
11/30/2023,Cus1168,East,1011,Jacket,6,35
12/31/2023,Cus1297,West,1012,Gloves,5,20
1/31/2024,Cus1063,North,1013,Shirt,8,50
2/29/2024,Cus1080,South,1014,Shoes,10,60
3/31/2024,Cus1209,East,1015,Hat,11,10
4/30/2024,Cus1495,West,1016,Socks,4,20
5/31/2024,Cus1382,North,1017,Jacket,3,30
6/30/2024,Cus1246,South,1018,Gloves,12,25
7/31/2024,Cus1135,East,1019,Shoes,5,15
8/31/2024,Cus1218,West,1020,Hat,7,50
1/31/2023,Cus1100,North,1001,Shirt,5,20
2/28/2023,Cus1385,South,1002,Shoes,10,50
3/31/2023,Cus1188,East,1003,Hat,7,15
4/30/2023,Cus1054,West,1004,Socks,3,5
5/31/2023,Cus1383,North,1005,Jacket,2,60
6/30/2023,Cus1276,South,1006,Gloves,8,25
7/31/2023,Cus1357,East,1007,Shirt,12,40
8/31/2023,Cus1394,West,1008,Shoes,4,15
9/30/2023,Cus1472,North,1009,Hat,7,10
10/31/2023,Cus1486,South,1010,Socks,9,30
11/30/2023,Cus1301,East,1011,Jacket,6,35
12/31/2023,Cus1089,West,1012,Gloves,5,20
1/31/2024,Cus1268,North,1013,Shirt,8,50
2/29/2024,Cus1013,South,1014,Shoes,10,60
3/31/2024,Cus1064,East,1015,Hat,11,10
4/30/2024,Cus1003,West,1016,Socks,4,20
5/31/2024,Cus1195,North,1017,Jacket,3,30
6/30/2024,Cus1072,South,1018,Gloves,12,25
7/31/2024,Cus1034,East,1019,Shoes,5,15
8/31/2024,Cus1256,West,1020,Hat,7,50
1/31/2023,Cus1071,North,1001,Shirt,5,20
2/28/2023,Cus1008,South,1002,Shoes,10,50
3/31/2023,Cus1161,East,1003,Hat,7,15
4/30/2023,Cus1473,West,1004,Socks,3,5
5/31/2023,Cus1476,North,1005,Jacket,2,60
6/30/2023,Cus1127,South,1006,Gloves,8,25
7/31/2023,Cus1110,East,1007,Shirt,12,40
8/31/2023,Cus1196,West,1008,Shoes,4,15
9/30/2023,Cus1332,North,1009,Hat,7,10
10/31/2023,Cus1081,South,1010,Socks,9,30
11/30/2023,Cus1148,East,1011,Jacket,6,35
12/31/2023,Cus1202,West,1012,Gloves,5,20
1/31/2024,Cus1440,North,1013,Shirt,8,50
2/29/2024,Cus1244,South,1014,Shoes,10,60
3/31/2024,Cus1296,East,1015,Hat,11,10
4/30/2024,Cus1002,West,1016,Socks,4,20
5/31/2024,Cus1090,North,1017,Jacket,3,30
6/30/2024,Cus1469,South,1018,Gloves,12,25
7/31/2024,Cus1338,East,1019,Shoes,5,15
8/31/2024,Cus1323,West,1020,Hat,7,50
1/31/2023,Cus1359,North,1001,Shirt,5,20
2/28/2023,Cus1250,South,1002,Shoes,10,50
3/31/2023,Cus1039,East,1003,Hat,7,15
4/30/2023,Cus1434,West,1004,Socks,3,5
5/31/2023,Cus1321,North,1005,Jacket,2,60
6/30/2023,Cus1261,South,1006,Gloves,8,25
7/31/2023,Cus1498,East,1007,Shirt,12,40
8/31/2023,Cus1358,West,1008,Shoes,4,15
9/30/2023,Cus1076,North,1009,Hat,7,10
10/31/2023,Cus1076,South,1010,Socks,9,30
11/30/2023,Cus1312,East,1011,Jacket,6,35
12/31/2023,Cus1365,West,1012,Gloves,5,20
1/31/2024,Cus1249,North,1013,Shirt,8,50
2/29/2024,Cus1459,South,1014,Shoes,10,60
3/31/2024,Cus1433,East,1015,Hat,11,10
4/30/2024,Cus1040,West,1016,Socks,4,20
5/31/2024,Cus1103,North,1017,Jacket,3,30
6/30/2024,Cus1092,South,1018,Gloves,12,25
7/31/2024,Cus1026,East,1019,Shoes,5,15
8/31/2024,Cus1435,West,1020,Hat,7,50
1/31/2023,Cus1352,North,1001,Shirt,5,20
2/28/2023,Cus1187,South,1002,Shoes,10,50
3/31/2023,Cus1161,East,1003,Hat,7,15
4/30/2023,Cus1016,West,1004,Socks,3,5
5/31/2023,Cus1074,North,1005,Jacket,2,60
6/30/2023,Cus1499,South,1006,Gloves,8,25
7/31/2023,Cus1205,East,1007,Shirt,12,40
8/31/2023,Cus1237,West,1008,Shoes,4,15
9/30/2023,Cus1179,North,1009,Hat,7,10
10/31/2023,Cus1346,South,1010,Socks,9,30
11/30/2023,Cus1232,East,1011,Jacket,6,35
12/31/2023,Cus1382,West,1012,Gloves,5,20
1/31/2024,Cus1450,North,1013,Shirt,8,50
2/29/2024,Cus1062,South,1014,Shoes,10,60
3/31/2024,Cus1071,East,1015,Hat,11,10
4/30/2024,Cus1119,West,1016,Socks,4,20
5/31/2024,Cus1173,North,1017,Jacket,3,30
6/30/2024,Cus1150,South,1018,Gloves,12,25
7/31/2024,Cus1433,East,1019,Shoes,5,15
8/31/2024,Cus1410,West,1020,Hat,7,50
1/31/2023,Cus1485,North,1001,Shirt,5,20
2/28/2023,Cus1145,South,1002,Shoes,10,50
3/31/2023,Cus1368,East,1003,Hat,7,15
4/30/2023,Cus1346,West,1004,Socks,3,5
5/31/2023,Cus1269,North,1005,Jacket,2,60
6/30/2023,Cus1063,South,1006,Gloves,8,25
7/31/2023,Cus1415,East,1007,Shirt,12,40
8/31/2023,Cus1220,West,1008,Shoes,4,15
9/30/2023,Cus1201,North,1009,Hat,7,10
10/31/2023,Cus1264,South,1010,Socks,9,30
11/30/2023,Cus1149,East,1011,Jacket,6,35
12/31/2023,Cus1023,West,1012,Gloves,5,20
1/31/2024,Cus1086,North,1013,Shirt,8,50
2/29/2024,Cus1319,South,1014,Shoes,10,60
3/31/2024,Cus1493,East,1015,Hat,11,10
4/30/2024,Cus1150,West,1016,Socks,4,20
5/31/2024,Cus1136,North,1017,Jacket,3,30
6/30/2024,Cus1338,South,1018,Gloves,12,25
7/31/2024,Cus1168,East,1019,Shoes,5,15
8/31/2024,Cus1091,West,1020,Hat,7,50
1/31/2023,Cus1052,North,1001,Shirt,5,20
2/28/2023,Cus1051,South,1002,Shoes,10,50
3/31/2023,Cus1364,East,1003,Hat,7,15
4/30/2023,Cus1034,West,1004,Socks,3,5
5/31/2023,Cus1079,North,1005,Jacket,2,60
6/30/2023,Cus1188,South,1006,Gloves,8,25
7/31/2023,Cus1291,East,1007,Shirt,12,40
8/31/2023,Cus1379,West,1008,Shoes,4,15
9/30/2023,Cus1102,North,1009,Hat,7,10
10/31/2023,Cus1297,South,1010,Socks,9,30
11/30/2023,Cus1359,East,1011,Jacket,6,35
12/31/2023,Cus1100,West,1012,Gloves,5,20
1/31/2024,Cus1169,North,1013,Shirt,8,50
2/29/2024,Cus1467,South,1014,Shoes,10,60
3/31/2024,Cus1079,East,1015,Hat,11,10
4/30/2024,Cus1392,West,1016,Socks,4,20
5/31/2024,Cus1137,North,1017,Jacket,3,30
6/30/2024,Cus1220,South,1018,Gloves,12,25
7/31/2024,Cus1385,East,1019,Shoes,5,15
8/31/2024,Cus1359,West,1020,Hat,7,50
1/31/2023,Cus1491,North,1001,Shirt,5,20
2/28/2023,Cus1248,South,1002,Shoes,10,50
3/31/2023,Cus1479,East,1003,Hat,7,15
4/30/2023,Cus1149,West,1004,Socks,3,5
5/31/2023,Cus1125,North,1005,Jacket,2,60
6/30/2023,Cus1336,South,1006,Gloves,8,25
7/31/2023,Cus1232,East,1007,Shirt,12,40
8/31/2023,Cus1224,West,1008,Shoes,4,15
9/30/2023,Cus1258,North,1009,Hat,7,10
10/31/2023,Cus1261,South,1010,Socks,9,30
11/30/2023,Cus1498,East,1011,Jacket,6,35
12/31/2023,Cus1029,West,1012,Gloves,5,20
1/31/2024,Cus1289,North,1013,Shirt,8,50
2/29/2024,Cus1278,South,1014,Shoes,10,60
3/31/2024,Cus1142,East,1015,Hat,11,10
4/30/2024,Cus1354,West,1016,Socks,4,20
5/31/2024,Cus1091,North,1017,Jacket,3,30
6/30/2024,Cus1411,South,1018,Gloves,12,25
7/31/2024,Cus1046,East,1019,Shoes,5,15
8/31/2024,Cus1405,West,1020,Hat,7,50
1/31/2023,Cus1203,North,1001,Shirt,5,20
2/28/2023,Cus1047,South,1002,Shoes,10,50
3/31/2023,Cus1198,East,1003,Hat,7,15
